Task name,Status,Priority,Account ID,Account Status,Hotel name,Country,City / Region,Priority score,Priority Level,ICP Fit,Rank bucket,Rank bucket reason,Why not top tier,Chain signal confidence,Ranking reason,Main Pain Hypothesis,Subject line,Source file
Lead outreach - Kingswood Hotel,to do,4,acc_613ba00d1541,Researching,Kingswood Hotel,AU,Kingswood,6.07,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Kingswood Hotel: krátky postreh,Sydney 100.csv
Lead outreach - ValueSuites Penrith,to do,4,acc_4d0b43ae151e,Researching,ValueSuites Penrith,AU,Emu Plains,6.06,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ValueSuites Penrith: krátky postreh,Sydney 100.csv
Lead outreach - Hawkesbury Race Club Motel,to do,4,acc_5d20c32aa7ce,Researching,Hawkesbury Race Club Motel,AU,Richmond,6.05,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hawkesbury Race Club Motel: krátky postreh,Sydney 100.csv
Lead outreach - The Ascot Motel,to do,4,acc_e893732ee4d6,Researching,The Ascot Motel,AU,Wahroonga,6.05,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Ascot Motel: krátky postreh,Sydney 100.csv
Lead outreach - Brooklyn Motel,to do,4,acc_25634bed3c64,Researching,Brooklyn Motel,AU,Brooklyn,6.04,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Brooklyn Motel: krátky postreh,Sydney 100.csv
Lead outreach - Colonial Motel Richmond,to do,4,acc_142e3a282630,Researching,Colonial Motel Richmond,AU,Richmond,6.04,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Colonial Motel Richmond: krátky postreh,Sydney 100.csv
Lead outreach - Palm Beach Bed and Breakfast,to do,4,acc_e3e1814d5b4c,Researching,Palm Beach Bed and Breakfast,AU,Palm Beach,6.03,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Palm Beach Bed and Breakfast: krátky postreh,Sydney 100.csv
Lead outreach - Pioneer Way Motel,to do,4,acc_cef51d675be9,Researching,Pioneer Way Motel,AU,Faulconbridge,6.01,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pioneer Way Motel: krátky postreh,Sydney 100.csv
Lead outreach - Windsor Riverview Inn,to do,4,acc_44c910b68c36,Researching,Windsor Riverview Inn,AU,Windsor,6.0,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Windsor Riverview Inn: krátky postreh,Sydney 100.csv
"Lead outreach - Kaban Power 7, 7 Kaban St Doonside NSW 2767",to do,4,acc_452613701470,Researching,"Kaban Power 7, 7 Kaban St Doonside NSW 2767",AU,Doonside,5.99,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Kaban Power 7, 7 Kaban St Doonside NSW 2767: krátky postreh",Sydney 100.csv
Lead outreach - Fitzroy Hotel Windsor,to do,4,acc_275ceeb98a65,Researching,Fitzroy Hotel Windsor,AU,Windsor,5.84,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Fitzroy Hotel Windsor: krátky postreh,Sydney 100.csv
Lead outreach - North Richmond Hotel,to do,4,acc_1b4eca29f1ed,Researching,North Richmond Hotel,AU,North Richmond,5.84,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,North Richmond Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Nightcap at Colyton Hotel,to do,4,acc_e0a86a2b4d49,Researching,Nightcap at Colyton Hotel,AU,Colyton,5.82,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nightcap at Colyton Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Nightcap at Blue Cattle Dog Hotel,to do,4,acc_1c67b87dedcc,Researching,Nightcap at Blue Cattle Dog Hotel,AU,St Clair,5.82,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nightcap at Blue Cattle Dog Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Nightcap at Jamison Hotel,to do,4,acc_a927a1c8a090,Researching,Nightcap at Jamison Hotel,AU,Penrith,5.8,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nightcap at Jamison Hotel: krátky postreh,Sydney 100.csv
"Lead outreach - Kaban Power 39, 39 Weber Crescent Emerton",to do,4,acc_f68809b1efe2,Researching,"Kaban Power 39, 39 Weber Crescent Emerton",AU,Emerton,5.78,Low,Review,C,geo_mismatch,geo_mismatch,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Kaban Power 39, 39 Weber Crescent Emerton: krátky postreh",Sydney 100.csv
Lead outreach - Nightelier Narrabeen,to do,4,acc_d82119e8e88e,Researching,Nightelier Narrabeen,AU,Narrabeen,5.74,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nightelier Narrabeen: krátky postreh,Sydney 100.csv
Lead outreach - Nightcap at Pymble Hotel,to do,4,acc_71486faac1b0,Researching,Nightcap at Pymble Hotel,AU,Pymble,5.73,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Nightcap at Pymble Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Railway Hotel,to do,4,acc_4e12021ece22,Researching,Railway Hotel,AU,Windsor,5.49,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Railway Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Jamison Hotel,to do,4,acc_f4aa5c19fc8d,Researching,Jamison Hotel,AU,Penrith,5.38,Low,Low-fit,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,low_fit | out_of_profile_geography | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Jamison Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Colyton Hotel,to do,4,acc_3a4450e07e75,Researching,Colyton Hotel,AU,Colyton,5.22,Low,Low-fit,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,low_fit | out_of_profile_geography | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Colyton Hotel: krátky postreh,Sydney 100.csv
Lead outreach - The Australian Hotel & Brewery,to do,4,acc_b409c8129078,Researching,The Australian Hotel & Brewery,AU,Rouse Hill,4.9,Low,Low-fit,D,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,low_fit | out_of_profile_geography | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The Australian Hotel & Brewery: krátky postreh,Sydney 100.csv
Lead outreach - Australian Hotel,to do,4,acc_3b17692a882f,Researching,Australian Hotel,AU,McGraths Hill,4.86,Low,Low-fit,D,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,low_fit | out_of_profile_geography | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Australian Hotel: krátky postreh,Sydney 100.csv
Lead outreach - SureStay by Best Western New Inn Richmond,to do,4,acc_9d71e80330f1,Researching,SureStay by Best Western New Inn Richmond,AU,Richmond,4.67,Low,Low-fit,D,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,low_fit | out_of_profile_geography | has_website | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,SureStay by Best Western New Inn Richmond: krátky postreh,Sydney 100.csv
Lead outreach - Royal Exchange Hotel,to do,4,acc_6d16ad10e4eb,Researching,Royal Exchange Hotel,AU,Windsor,4.13,Low,Review,D,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Royal Exchange Hotel: krátky postreh,Sydney 100.csv
Lead outreach - Mount Kuring-Gai Motel,to do,4,acc_4d321d9ad87b,Researching,Mount Kuring-Gai Motel,AU,Mount Kuring-gai,4.12,Low,Review,D,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mount Kuring-Gai Motel: krátky postreh,Sydney 100.csv
Lead outreach - Mackerel Beach Wellness Lodge,to do,4,acc_c315659e0e56,Researching,Mackerel Beach Wellness Lodge,AU,Great Mackerel Beach,4.1,Low,Review,D,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Mackerel Beach Wellness Lodge: krátky postreh,Sydney 100.csv
Lead outreach - Dural Hotel/Motel,to do,4,acc_aad62abe4eca,Researching,Dural Hotel/Motel,AU,Dural,4.08,Low,Review,D,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Dural Hotel/Motel: krátky postreh,Sydney 100.csv
Lead outreach - T&V Suites,to do,4,acc_beae7e844138,Researching,T&V Suites,AU,Mellong,3.7,Low,Review,D,geo_mismatch | website_and_phone_missing | website_missing,geo_mismatch | website_and_phone_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,T&V Suites: krátky postreh,Sydney 100.csv
