account_id,hotel_name,country_code,city,website,phone,hotel_type_class,independent_chain_class,direct_booking_weakness,ota_dependency_signal_label,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,rooms_range,room_count_value,room_count_status,business_interest_summary,why_commercially_interesting,property_positioning_summary,main_bottleneck_hypothesis,pain_point_hypothesis,best_entry_angle,recommended_hook,recommended_first_contact_route,likely_decision_maker_hypothesis,service_complexity_read,commercial_complexity_read,direct_booking_friction_hypothesis,contact_route_friction_hypothesis,commercial_verdict,give_first_insight,main_observed_issue,proof_snippet,primary_email_goal,confidence_reason,review_bucket,owner_gm_decision_cycle_signal,contact_discovery_likelihood,ota_visibility_signal,website_quality,chain_signal_confidence,contact_gap_reason,contact_gap_count,why_not_top_tier,rank_bucket,rank_bucket_reason,email_angle,cta_type,variant_id,test_batch,reply_outcome,review_flag,review_reason,active_icp_profile,source_file,ranking_score_final,priority_level_final,rank_bucket_final,ranking_refresh_reason,ranking_upside_reasons,ranking_downside_reasons,ranking_missingness_notes,decision_status,manual_review_needed,review_queue_reason_codes,artifact_scope
acc_44c910b68c36,Windsor Riverview Inn,AU,Windsor,https://www.windsorriverviewinn.com.au/,+61 2 4577 5999,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Windsor Riverview Inn | Mesto: Windsor | Kategória: Motel | Priorita: Low (6.0) | Hodnotenie: 3.1/5 z 117 recenzií | Web: https://www.windsorriverviewinn.com.au/ | Telefón: +61 2 4577 5999 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_452613701470,"Kaban Power 7, 7 Kaban St Doonside NSW 2767",AU,Doonside,http://www.kabanpower.com/,+61 2 9091 3516,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,"Hotel: Kaban Power 7, 7 Kaban St Doonside NSW 2767 | Mesto: Doonside | Kategória: Lodge | Priorita: Low (5.99) | Hodnotenie: 3.8/5 z 25 recenzií | Web: http://www.kabanpower.com/ | Telefón: +61 2 9091 3516 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)",,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_462634ba1b0d,The Hornsby Inn,AU,Hornsby,https://hornsbyinn.com.au/,+61 2 5302 9307,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: The Hornsby Inn | Mesto: Hornsby | Kategória: Pub | Priorita: Medium-High (8.13) | Hodnotenie: 4.0/5 z 682 recenzií | Web: https://hornsbyinn.com.au/ | Telefón: +61 2 5302 9307 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,A,top_ranked,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,85.2,High,A,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | factual_completeness:2 | entry_angle:present | commercial_read:present | service_complexity:present | checkin_missing | uncertainty_notes:3,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | factual_completeness:2 | entry_angle:present | commercial_read:present | service_complexity:present,checkin_missing | uncertainty_notes:3,checkin_missing | uncertainty_notes:3,outreach_now,no,,full_batch_canonical
acc_4ac34b0098ea,Blue Cattle Dog Hotel,AU,St Clair,https://www.bluecattledoghotel.com.au/,+61 2 9670 3050,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Blue Cattle Dog Hotel | Mesto: St Clair | Kategória: Pub | Priorita: Medium (6.57) | Hodnotenie: 4.1/5 z 1264 recenzií | Web: https://www.bluecattledoghotel.com.au/ | Telefón: +61 2 9670 3050 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_4d0b43ae151e,ValueSuites Penrith,AU,Emu Plains,http://www.valuesuites.com.au/,+61 2 4735 4433,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: ValueSuites Penrith | Mesto: Emu Plains | Kategória: Serviced accommodation | Priorita: Low (6.06) | Hodnotenie: 4.1/5 z 315 recenzií | Web: http://www.valuesuites.com.au/ | Telefón: +61 2 4735 4433 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_4d321d9ad87b,Mount Kuring-Gai Motel,AU,Mount Kuring-gai,,+61 2 9457 9393,Other lodging,Independent candidate,Website missing,Unknown / likely higher OTA reliance,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Mount Kuring-Gai Motel | Mesto: Mount Kuring-gai | Kategória: Motel | Priorita: Low (4.12) | Hodnotenie: 4.3/5 z 158 recenzií | Web: Verejne nepotvrdené | Telefón: +61 2 9457 9393 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,D,geo_mismatch | website_missing | website_missing,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_4e12021ece22,Railway Hotel,AU,Windsor,,+61 2 4577 3361,Preferred hotel,Independent candidate,Website missing,Unknown / likely higher OTA reliance,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Railway Hotel | Mesto: Windsor | Kategória: Hotel | Priorita: Low (5.49) | Hodnotenie: 4.2/5 z 38 recenzií | Web: Verejne nepotvrdené | Telefón: +61 2 4577 3361 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,C,geo_mismatch | website_missing | website_missing,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_502d8dcb07c3,Riverstone Hotel,AU,Riverstone,http://www.riverstonehotel.com/,+61 2 9627 1009,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Riverstone Hotel | Mesto: Riverstone | Kategória: Pub | Priorita: Low (6.1) | Hodnotenie: 4.3/5 z 648 recenzií | Web: http://www.riverstonehotel.com/ | Telefón: +61 2 9627 1009 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_50ce289c9223,Spicers Sangoma Retreat,AU,Bowen Mountain,https://spicersretreats.com/retreats/spicers-sangoma-retreat/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+61 1300 352 190,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Spicers Sangoma Retreat | Mesto: Bowen Mountain | Kategória: Hotel | Priorita: Medium-High (8.1) | Hodnotenie: 4.8/5 z 248 recenzií | Web: https://spicersretreats.com/retreats/spicers-sangoma-retreat/?utm_source=google&utm_medium=organic&utm_campaign=gmb | Telefón: +61 1300 352 190 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,A,top_ranked,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,82.16,Medium-High,B,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | review_signal:strong | entry_angle:present | commercial_read:present | service_complexity:present | factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:4,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | review_signal:strong | entry_angle:present | commercial_read:present | service_complexity:present,factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:4,opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:4,manual_review,yes,low_factual_completeness | high_uncertainty,full_batch_canonical
acc_55f6a716cc6b,Quality Inn Penrith,AU,Jamisontown,https://www.choicehotels.com/new-south-wales/sydney/quality-inn-hotels/au595?mc=llgoxxap,+61 2 4734 5555,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Quality Inn Penrith | Mesto: Jamisontown | Kategória: Hotel | Priorita: Medium (7.44) | Hodnotenie: 4.2/5 z 217 recenzií | Web: https://www.choicehotels.com/new-south-wales/sydney/quality-inn-hotels/au595?mc=llgoxxap | Telefón: +61 2 4734 5555 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Weak,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_5970be661818,Jonah’s Restaurant & Boutique Hotel,AU,Palm Beach,http://www.jonahs.com.au/,+61 2 9974 5599,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Jonah’s Restaurant & Boutique Hotel | Mesto: Palm Beach | Kategória: Restaurant | Priorita: Medium-High (8.14) | Hodnotenie: 4.6/5 z 946 recenzií | Web: http://www.jonahs.com.au/ | Telefón: +61 2 9974 5599 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,A,top_ranked,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,82.82,Medium-High,B,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | review_signal:strong | entry_angle:present | commercial_read:present | service_complexity:present | factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:3,commercial_verdict:zaujímavý prospect | ownership:raw_confirmed | review_signal:strong | entry_angle:present | commercial_read:present | service_complexity:present,factual_completeness:0 | opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:3,opening_hours_missing | checkin_missing | room_count_missing | uncertainty_notes:3,manual_review,yes,low_factual_completeness,full_batch_canonical
acc_5d20c32aa7ce,Hawkesbury Race Club Motel,AU,Richmond,http://www.hrcmotel.com.au/,+61 2 4560 4300,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Hawkesbury Race Club Motel | Mesto: Richmond | Kategória: Motel | Priorita: Low (6.05) | Hodnotenie: 4.5/5 z 253 recenzií | Web: http://www.hrcmotel.com.au/ | Telefón: +61 2 4560 4300 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_613ba00d1541,Kingswood Hotel,AU,Kingswood,http://kingswoodhotel.com.au/,+61 2 4721 2999,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Kingswood Hotel | Mesto: Kingswood | Kategória: Pub | Priorita: Low (6.07) | Hodnotenie: 4.0/5 z 392 recenzií | Web: http://kingswoodhotel.com.au/ | Telefón: +61 2 4721 2999 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_68987c26bd89,Relaxin,AU,Middle Dural,http://relaxin.com.au/,+61 490 378 463,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Relaxin | Mesto: Middle Dural | Kategória: Hotel | Priorita: Medium (7.4) | Hodnotenie: 4.3/5 z 35 recenzií | Web: http://relaxin.com.au/ | Telefón: +61 490 378 463 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_6a836cfd34df,Time and Tide Hotel,AU,Dee Why,https://www.timeandtidehotel.com.au/,+61 2 9971 2311,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Time and Tide Hotel | Mesto: Dee Why | Kategória: Pub | Priorita: Medium-High (7.65) | Hodnotenie: 4.0/5 z 557 recenzií | Web: https://www.timeandtidehotel.com.au/ | Telefón: +61 2 9971 2311 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,B,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_6bb4cbb1a3e4,Seranin | Gordon,AU,Gordon,http://www.seranin.com.au/,+61 1300 821 332,Preferred hotel,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Seranin | Gordon | Mesto: Gordon | Kategória: Motel | Priorita: Medium-High (8.03) | Hodnotenie: 3.5/5 z 65 recenzií | Web: http://www.seranin.com.au/ | Telefón: +61 1300 821 332 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,A,top_ranked,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,81.33,Medium-High,B,commercial_verdict:zaujímavý prospect | ownership:public_confirmed | factual_completeness:0 | review_signal:weak | opening_hours_missing | checkin_missing | room_count_missing,commercial_verdict:zaujímavý prospect | ownership:public_confirmed,factual_completeness:0 | review_signal:weak | opening_hours_missing | checkin_missing | room_count_missing,opening_hours_missing | checkin_missing | room_count_missing,outreach_now,yes,low_factual_completeness,full_batch_canonical
acc_6d16ad10e4eb,Royal Exchange Hotel,AU,Windsor,,+61 2 4577 3039,Other lodging,Independent candidate,Website missing,Unknown / likely higher OTA reliance,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,missing_website,Čiastočne overené z raw vstupu: len telefón,Hotel: Royal Exchange Hotel | Mesto: Windsor | Kategória: Pub | Priorita: Low (4.13) | Hodnotenie: 4.4/5 z 201 recenzií | Web: Verejne nepotvrdené | Telefón: +61 2 4577 3039 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_missing | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,Medium,7.0,Missing,Low,website_missing,1,geo_mismatch | website_missing | website_missing,D,geo_mismatch | website_missing | website_missing,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
acc_6e11102e1c2e,Blue Gum Hotel,AU,Waitara,https://bluegumhotel.com.au/,+61 2 9489 3220,Other lodging,Independent candidate,Needs direct booking clarity,Low visible,Verejne nepotvrdené,Verejne nepotvrdené,,Verejne nepotvrdené,Verejne nepotvrdené,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Blue Gum Hotel | Mesto: Waitara | Kategória: Bar | Priorita: Low (6.09) | Hodnotenie: 4.1/5 z 1669 recenzií | Web: https://bluegumhotel.com.au/ | Telefón: +61 2 9489 3220 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),,,,,,,,,,,,,,,,,,Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,reply_with_permission,website_present | phone_present | category_present | reviews_present,manual_review,Likely shorter owner_gm_cycle,High,3.0,Strong,Low,no_major_gap,0,geo_mismatch,C,geo_mismatch,opening_hours_clarity,low_friction_permission,A1,Sydney 100,,yes,out_of_profile_geography,slovakia_independent_3_4_star,Sydney 100.csv,,,,,,,,,,,full_batch_canonical
