Task name,Status,Priority,Account ID,Account Status,Hotel name,Country,City / Region,Priority score,Priority Level,ICP Fit,Rank bucket,Rank bucket reason,Why not top tier,Chain signal confidence,Ranking reason,Main Pain Hypothesis,Subject line,Source file
Lead outreach - Fertel Maillot,to do,3,acc_0216994742d5,Researching,Fertel Maillot,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Fertel Maillot: krátky postreh,Paris 100.csv
Lead outreach - Hotel Des Deux-Iles,to do,3,acc_f36e2cb0df1e,Researching,Hotel Des Deux-Iles,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Des Deux-Iles: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Riesner,to do,3,acc_d78cb9e9a67b,Researching,Hôtel Riesner,FR,Paris,7.46,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Riesner: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Dupond-Smith,to do,3,acc_a683d397e3c5,Researching,Hôtel Dupond-Smith,FR,Paris,7.45,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Dupond-Smith: krátky postreh,Paris 100.csv
Lead outreach - Hotel Amélie,to do,3,acc_5e82f87396c6,Researching,Hotel Amélie,FR,Paris,7.45,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Amélie: krátky postreh,Paris 100.csv
Lead outreach - Hotel Florida Paris,to do,3,acc_7670598e37fd,Researching,Hotel Florida Paris,FR,Paris,7.44,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Florida Paris: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Du Château Vincennes,to do,3,acc_5ed87bc54c53,Researching,Hôtel Du Château Vincennes,FR,Vincennes,7.44,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Du Château Vincennes: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Saint-Louis en l'Isle - Notre-Dame,to do,3,acc_c4a06723ceb9,Researching,Hôtel Saint-Louis en l'Isle - Notre-Dame,FR,Paris,7.44,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Saint-Louis en l'Isle - Notre-Dame: krátky postreh,Paris 100.csv
Lead outreach - Hotel Le Daum Paris,to do,3,acc_ecb163e3843c,Researching,Hotel Le Daum Paris,FR,Paris,7.44,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Le Daum Paris: krátky postreh,Paris 100.csv
Lead outreach - Hotel Terre Neuve,to do,3,acc_af8c00fd2ba0,Researching,Hotel Terre Neuve,FR,Paris,7.44,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Terre Neuve: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Villa Glamour,to do,3,acc_c2b032d70036,Researching,Hôtel Villa Glamour,FR,Paris,7.43,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Villa Glamour: krátky postreh,Paris 100.csv
Lead outreach - LALA Hôtel,to do,3,acc_fe52c11ea352,Researching,LALA Hôtel,FR,Paris,7.42,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,LALA Hôtel: krátky postreh,Paris 100.csv
Lead outreach - Hôtel District Nation,to do,3,acc_de833d678b28,Researching,Hôtel District Nation,FR,Paris,7.42,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel District Nation: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Donjon Vincennes,to do,3,acc_0653ec02cd8b,Researching,Hôtel Donjon Vincennes,FR,Vincennes,7.42,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Donjon Vincennes: krátky postreh,Paris 100.csv
Lead outreach - Hôtel Paris 17 Tingis,to do,3,acc_54dd80c32105,Researching,Hôtel Paris 17 Tingis,FR,Paris,7.41,Medium,Keep,B,geo_mismatch,geo_mismatch,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hôtel Paris 17 Tingis: krátky postreh,Paris 100.csv
Lead outreach - The People,to do,4,acc_c859fe5b1d98,Researching,The People,FR,Paris,6.49,Low,Review,C,geo_mismatch | review_type,geo_mismatch | review_type,Low,review_fit | independent_signal | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,The People: krátky postreh,Paris 100.csv
Lead outreach - Canopy by Hilton Paris Eiffel Tower,to do,4,acc_d6114655d419,Researching,Canopy by Hilton Paris Eiffel Tower,FR,Paris,6.31,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Canopy by Hilton Paris Eiffel Tower: krátky postreh,Paris 100.csv
Lead outreach - Best Western Plus 61 Paris Nation,to do,4,acc_2320cf644584,Researching,Best Western Plus 61 Paris Nation,FR,Paris,6.3,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Best Western Plus 61 Paris Nation: krátky postreh,Paris 100.csv
Lead outreach - ibis Paris 17 Clichy-Batignolles,to do,4,acc_8e7f873f3e53,Researching,ibis Paris 17 Clichy-Batignolles,FR,Paris,6.29,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ibis Paris 17 Clichy-Batignolles: krátky postreh,Paris 100.csv
Lead outreach - Novotel Paris Centre Bercy,to do,4,acc_13c25f557da3,Researching,Novotel Paris Centre Bercy,FR,Paris,6.15,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Novotel Paris Centre Bercy: krátky postreh,Paris 100.csv
Lead outreach - citizenM Paris Gare de Lyon,to do,4,acc_cbf9abf449fd,Researching,citizenM Paris Gare de Lyon,FR,Paris,6.15,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,citizenM Paris Gare de Lyon: krátky postreh,Paris 100.csv
Lead outreach - ibis Styles Paris Batignolles,to do,4,acc_4f2730f21a8a,Researching,ibis Styles Paris Batignolles,FR,Paris,6.14,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ibis Styles Paris Batignolles: krátky postreh,Paris 100.csv
Lead outreach - ibis Daumesnil Porte Dorée,to do,4,acc_30e5764f548d,Researching,ibis Daumesnil Porte Dorée,FR,Paris,6.14,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ibis Daumesnil Porte Dorée: krátky postreh,Paris 100.csv
Lead outreach - ibis Styles Paris Nation Cours de Vincennes,to do,4,acc_28414530fd4e,Researching,ibis Styles Paris Nation Cours de Vincennes,FR,Paris,6.14,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,ibis Styles Paris Nation Cours de Vincennes: krátky postreh,Paris 100.csv
Lead outreach - Best Western Hôtel Au Trocadéro,to do,4,acc_05e977c6a716,Researching,Best Western Hôtel Au Trocadéro,FR,Paris,6.13,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Best Western Hôtel Au Trocadéro: krátky postreh,Paris 100.csv
Lead outreach - Hotel Camelia Nation,to do,4,acc_c1bb4060e3bb,Researching,Hotel Camelia Nation,FR,Paris,6.11,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Hotel Camelia Nation: krátky postreh,Paris 100.csv
Lead outreach - Best Western Saint Louis,to do,4,acc_4aadb0a63e81,Researching,Best Western Saint Louis,FR,Vincennes,6.11,Low,Review,C,chain_signal | geo_mismatch,chain_signal | geo_mismatch,High,review_fit | preferred_hotel_type | out_of_profile_geography | has_website,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Best Western Saint Louis: krátky postreh,Paris 100.csv
Lead outreach - B&B HOTEL Paris 17 Batignolles,to do,4,acc_507c43f11bbf,Researching,B&B HOTEL Paris 17 Batignolles,,,5.54,Low,Keep,C,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,B&B HOTEL Paris 17 Batignolles: krátky postreh,Paris 100.csv
Lead outreach - Bagnolet Hotel,to do,4,acc_f3ede507cbe8,Researching,Bagnolet Hotel,FR,Paris,5.3,Low,Keep,C,geo_mismatch | website_and_phone_missing | website_missing,geo_mismatch | website_and_phone_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Bagnolet Hotel: krátky postreh,Paris 100.csv
"Lead outreach - Hotel la Bergerie, Severac le château",to do,4,acc_121b55b2a798,Researching,"Hotel la Bergerie, Severac le château",FR,Sévérac-d'Aveyron,5.27,Low,Keep,C,geo_mismatch | website_and_phone_missing | website_missing,geo_mismatch | website_and_phone_missing | website_missing,Low,strong_icp_fit | independent_signal | preferred_hotel_type | out_of_profile_geography,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,"Hotel la Bergerie, Severac le château: krátky postreh",Paris 100.csv
Lead outreach - Sauvage,to do,4,acc_ab3cc36b0f5c,Researching,Sauvage,FR,Vincennes,4.31,Low,Review,D,geo_mismatch | website_missing | website_missing,geo_mismatch | website_missing | website_missing,Low,review_fit | independent_signal | out_of_profile_geography | has_phone,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Sauvage: krátky postreh,Paris 100.csv
